date,year,week,a95_BAM,a98_BAM,diesel_BAM,oil_USD
2017-07-30T00:00:00Z,2017,31,2.15,2.25,2.1,49.08
2017-08-06T00:00:00Z,2017,32,2.15,2.25,2.1,47.52
2017-08-13T00:00:00Z,2017,33,2.15,2.25,2.1,47.68
2017-08-20T00:00:00Z,2017,34,2.15,2.25,2.1,46.68
2017-08-27T00:00:00Z,2017,35,2.15,2.25,2.1,48.58
2017-09-03T00:00:00Z,2017,36,2.15,2.25,2.1,49.07
2017-09-10T00:00:00Z,2017,37,2.15,2.25,2.1,50.12
2017-09-17T00:00:00Z,2017,38,2.15,2.25,2.1,51.77
2017-09-24T00:00:00Z,2017,39,2.15,2.25,2.1,50.23
2017-10-01T00:00:00Z,2017,40,2.15,2.25,2.1,50.77
2017-10-08T00:00:00Z,2017,41,2.15,2.25,2.1,51.74
2017-10-15T00:00:00Z,2017,42,2.15,2.25,2.1,52.51
2017-10-22T00:00:00Z,2017,43,2.15,2.25,2.09,54.59
2017-10-29T00:00:00Z,2017,44,2.15,2.25,2.09,57.05
2017-11-05T00:00:00Z,2017,45,2.15,2.25,2.09,55.81
2017-11-12T00:00:00Z,2017,46,2.15,2.25,2.09,57.47
2017-11-19T00:00:00Z,2017,47,2.15,2.25,2.09,57.81
2017-11-26T00:00:00Z,2017,48,1.91,2.1,1.87,56.92
2017-12-03T00:00:00Z,2017,49,1.91,2.01,1.87,57.17
2017-12-10T00:00:00Z,2017,50,1.9,2.01,1.88,57.87
2017-12-17T00:00:00Z,2017,51,1.9,2.01,1.88,59.88
2017-12-24T00:00:00Z,2017,52,1.85,2.01,1.78,59.88
2017-12-31T00:00:00Z,2018,1,1.9,2.01,1.88,61.36
2018-01-07T00:00:00Z,2018,2,2.15,2.25,2.1,63.26
2018-01-14T00:00:00Z,2018,3,1.96,2.2,1.95,63.77
2018-01-21T00:00:00Z,2018,4,1.96,2.2,1.95,65.14
2018-01-28T00:00:00Z,2018,5,1.96,2.2,1.95,65.32
2018-02-04T00:00:00Z,2018,6,1.96,2.2,1.95,62.01
2018-02-11T00:00:00Z,2018,7,1.96,2.2,1.95,60.56
2018-02-18T00:00:00Z,2018,8,2.16,2.21,2.16,62.47
2018-02-25T00:00:00Z,2018,9,2.16,2.21,2.16,62.07
2018-03-04T00:00:00Z,2018,10,2.16,2.21,2.16,61.65
2018-03-11T00:00:00Z,2018,11,2.16,2.21,2.16,61.28
2018-03-18T00:00:00Z,2018,12,2.16,2.21,2.16,64.11
2018-03-25T00:00:00Z,2018,13,2.16,2.21,2.12,64.97
2018-04-01T00:00:00Z,2018,14,2.15,2.26,2.14,63.07
2018-04-08T00:00:00Z,2018,15,2.15,2.26,2.14,66.02
2018-04-15T00:00:00Z,2018,16,2.15,2.26,2.14,67.55
2018-04-22T00:00:00Z,2018,17,2.16,2.26,2.16,67.91
2018-04-29T00:00:00Z,2018,18,2.16,2.26,2.16,68.38
2018-05-06T00:00:00Z,2018,19,2.16,2.26,2.17,70.56
2018-05-13T00:00:00Z,2018,20,2.16,2.26,2.17,71.3
2018-05-20T00:00:00Z,2018,21,2.16,2.26,2.17,70.98
